respnum,intdate,gendr,q1,q2a,q2b,q3a,q3b,q3c,q3d,q3e,q3f,q3g,q4a,q4b,q4c,q4d,q4e,q5a,q5b,q5c,q5d,q5e,q5f,q6,q6a,q8a,q8b,q91,q92,q93,q94,q98,q99,q910,q911,q911a,q912,q10,q11a,q11b,q12,q131,q132,q133,q134,q138,q139,q1310,q13a0,q1311,q1312,q13a2,q14,q15,q16a,q16b,q16c,q17,q181,q182,q183,q184,q189,q1810,q1811,q1814,q1815,q19,q201,q202,q203,q204,q209,q2010,q2011,q2014,q2015,q2016,q21,q221,q222,q223,q224,q229,q2210,q2211,q2214,q2215,q2216,q23,q23aa,q23ab,q23a,q23b,q23c,q23d,q23ea,q23eb,q23ec,q23ed,q23ee,q23ef,q23e,q23e1,q23f,q23f1,q23fg,q23h,q24,q25b,q26,q28,q28y,q28m,q30a,q31,q32,q33,q34,q35,q37,wt,filter_$
21005798,20021025,2,9,2, ,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,240, , ,8,8,10,8,8,9,4,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,9,2, ,9,9,8,9, , , , , , ,2, ,2, ,1,1,1,1,3,1,29, ,5,5,3,2,2,98,98,.611208183463647,1
21008127,20021025,2,6,2, ,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,10,8,2,10,5,9,10,8,10,10,10,5,2,7,2,15,1,10,7,5,7,10,10,8,8, ,97,7, ,2,1,701, , ,10,10,10,10,10,10,10,7,10,10, , , , , , , , , , , , , , , , , , , , , , ,8,2, ,10,10,8,8, , , , , , ,2, ,2, ,3,1,3,1,3,1,5, ,5,5,2,5,6,2,98,.497335451815354,0
21008515,20021025,2,9,10, ,10,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,211, , ,10,9,10,10,8,10,9,10,10,9, , , , , , , , , , , , , , , , , , , , , , ,8,2, ,8,9,9,10, , , , , , ,2, ,2, ,1,1,1,2,3,1,10, ,5,5,4,3,1,1,6,.63883443512031,0
21008908,20021025,2,2,12, ,9,0,0,3,0,0,0,1,0,11,0,0,12,0,0,0,0,0,8,8, , , , , , , , , , , , ,3,29,21,9,9,10,10,10,10,10,10, ,10,10, ,3,2,160,3, , , , , , , , , , , ,4,10,9,7,3,5,5,10,6,5, , , , , , , , , , , , ,7,2, ,7,7,6,7, , , , , , ,1,6,1,5,1,2,3,2,3,1,8, ,4,4,5,1,3,4,7,.933254594546236,0
21009747,20021025,2,12,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,98, , ,5,8,9,9,3,4,8,8,8,4, , , , , , , , , , , , , , , , , , , , , , ,7,2, ,6,8,7,8, , , , , , ,2, ,1,8,1,3,2,1,3,1,2, ,5,3,3,3,1,5,4,.294406773079841,1
21011116,20021025,1,2,28, ,0,0,0,14,2,2,10,12,0,12,0,4,0,28,0,0,0,0,7,4,1,9,4,9,6,7,7,8,3,2,2,98,4,29,15,8,8,8,3,5,8,7,1,1,4,4,5,1,1,151, , ,9,2,8,8,4,7,2,1,5,7, , , , , , , , , , , , , , , , , , , , , , ,7,1,3,5,6,8,2, , , , , , ,2, ,1,9,1,4,2,1,1,1,2, ,4,6,4,1,3,3,9,.967156831087096,0
21012589,20021025,2,2,0,1,0,.0540832882639265,0,0,0,0,0,0,0,0,0,.0540832882639265,0,0,0,0,.0540832882639265,0,9,9, , , , , , , , , , , , ,5,10,3,9,97,97,97,9,9,9,97, ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97,2, ,9,9,97,9, , , , , , ,1,9,2, ,1,1,3,1,3,1,10, ,4,4,3,1,5,2,97,.933254594546236,1
21012808,20021025,2,6,3, ,3,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,701, , ,6,8,6,3,9,6,3,8,7,3, , , , , , , , , , , , , , , , , , , , , , ,4,2, ,6,5,6,3, , , , , , ,2, ,2, ,1,1,1,1,1,1,6, ,97,2,6,1,3,2,97,.933254594546236,0
21013210,20021025,1,2,0,1,0,.0540832882639265,0,0,0,0,0,0,.0540832882639265,0,0,0,0,0,0,0,.0540832882639265,0,10,8, , , , , , , , , , , , ,2,1,30,10,97,10,10,10,10,10,10, ,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,8,8,10,98, , , , , , ,2, ,2, ,1,1,2,1,3,3, , ,5,4,2,6,6,1,5,.727762091250199,1
21013642,20021025,2,2,6, ,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,166, , ,10,8,8,8,10,10,10,97,10,7, , , , , , , , , , , , , , , , , , , , , , ,4,1,4,4,5,6,6, , , , , , ,2, ,1,8,1,1,1,1,1,1,1, ,5,4,4,4,1,5,9,.55794390481619,0
21013696,20021025,2,12,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,403,480, ,8,8,8,8,8,7,5,9,9,6,9,7,9,8,7,7,9,7,7,8, , , , , , , , , , , , ,7,1,8,7,8,7,8, , , , , , ,1,7,1,7,1,1,2,2,3,3, , ,4,5,5,1,3,2,1,.844761346937682,0
21013855,20021025,1,12,2, ,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,98,925, ,10,8,10,7,7,10,10,6,10,9,8,8,10,7,10,10,10,5,10,7, , , , , , , , , , , , ,6,2, ,8,6,7,7, , , , , , ,2, ,1,7,1,1,1,1,1,1,3, ,4,5,2,2,1,5,9,.817762853411103,1
21016541,20021025,2,2,0,2,0,0,0,.108166576527853,0,0,0,0,0,0,0,.108166576527853,0,0,.108166576527853,0,0,0,9,10, , , , , , , , , , , , ,5,21,29,10,10,10,10,10,10,10,10, ,5,10, ,5,2,9,97, ,10,10,10,10,10,97,10,10,10,97,10,10,10,10,10,10,10,10,10,97, , , , , , , , , , , , ,3,1,5,5,97,8,9, , , , , , ,2, ,2, ,1,95,3,1,2,1,20, ,95,2,1,5,2,2,98,.497335451815354,0
21017004,20021025,2,2,2, ,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,151, , ,8,10,10,10,10,10,97,10,10,5, , , , , , , , , , , , , , , , , , , , , , ,4,2, ,3,97,5,6, , , , , , ,2, ,2, ,1,1,1,1,3,1,30, ,4,4,2,5,6,3,98,.497335451815354,1
21017310,20021025,1,12,0,1,0,.0540832882639265,0,0,0,0,0,0,.0540832882639265,0,0,0,0,0,0,.0540832882639265,0,0,8,5, , , , , , , , , , , , ,5,14,19,8,8,6,7,8,8,3,7, ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, ,6,6,7,5, , , , , , ,2, ,2, ,1,1,2,1,3,3, , ,2,3,2,2,1,5,4,.817762853411103,1
21028040,20021025,1,17,0,3,.108166576527853,0,.0540832882639265,0,0,0,0,.162249864791779,0,0,0,0,.162249864791779,0,0,0,0,0,8,7,1,9,9,10,8,6,8,8,9,97, ,97, , , , , , , , , , , , , , , ,1,1,927, , ,7,9,10,10,6,6,7,7,6,7, , , , , , , , , , , , , , , , , , , , , , ,6,2, ,8,9,9,8, , , , , , ,2, ,2, ,1,1,2,1,3,3, , ,3,5,5,1,3,4,7,.212676344526303,0
21028381,20021025,2,17,0,2,.108166576527853,0,0,0,0,0,0,0,0,.108166576527853,0,0,.108166576527853,0,0,0,0,0,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,926,22, ,7,7,8,8,8,8,8,8,8,8,7,8,7,8,6,8,7,8,8,8, , , , , , , , , , , , ,8,1,5,6,7,7,6, , , , , , ,1,5,2, ,3,1,2,1,3,3, , ,4,2,3,3,1,5,9,.222246780029987,1
21028393,20021025,2,17,0,48,1.94699837750135,0,0,.324499729583559,.324499729583559,0,0,1.29799891833423,.486749594375338,.324499729583559,.486749594375338,0,0,1.62249864791779,.973499188750676,0,0,0,10,8,4,9,10,10,10,10,10,10,10,10, ,97,4,9,2,9,9,1,1,9,10,10,5,2,97,9, ,4,3,10,98,250, , , , , , , , , , ,10,10,10,2,10,10,10,10,10,10, , , , , , , , , , , , ,9,1,5,2,2,5,5, , , , , , ,1,1,1,6,3,1,2,2,3,1,30, ,3,5,1,4,3,5,3,.222246780029987,0
21028468,20021025,1,21,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,97, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,927, , ,10,10,10,9,10,10,9,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,5,2, ,10,9,10,9, , , , , , ,2, ,2, ,1,1,1,2,3,3, , ,4,6,2,6,6,1,2,.141286621570406,0
21028619,20021025,2,17,14, ,14,0,0,0,0,0,0,5,4,5,0,0,10,0,4,0,0,0,7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,251,10, ,10,10,10,6,6,10,9,8,9,4,7,8,7,6,6,8,4,9,7,6, , , , , , , , , , , , ,7,1,6,97,7,6,2, , , , , , ,2, ,2, ,1,2,2,1,3,1,7, ,5,3,2,5,1,5,9,.146419483346955,0
21028832,20021025,2,17,2, ,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,97, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,250,8,99,9,10,10,10,5,9,9,9,9,4,8,8,6,6,8,8,5,8,6,8, ,8,4,10,10,3,8,8,10,8,8, ,97,1,97,4,2,7,97, , , , , , ,2, ,1,6,3,4,2,1,1,1,1, ,5,6,5,4,2,3,98,.222246780029987,0
21028909,20021025,2,17,3, ,3,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,250, , ,8,10,10,10,9,9,9,10,8,10, , , , , , , , , , , , , , , , , , , , , , ,6,2, ,4,7,8,9, , , , , , ,1,7,1,9,1,1,1,1,3,1,20, ,4,4,2,5,2,5,9,.146419483346955,1
21028973,20021025,1,17,2, ,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,10, , ,2,8,9,9,1,6,8,6,5,8, , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,1,4,3, , , , , , ,2, ,2, ,3,1,1,1,1,3, , ,5,3,2,4,1,5,9,.239113650122803,1
21028985,20021025,1,17,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,255, , ,10,10,10,10,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,97,97, ,97,10,97,10, , , , , , ,2, ,2, ,1,1,1,1,3,3, , ,4,4,1,5,1,5,6,.141286621570406,1
21029128,20021025,2,17,5, ,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,8,97, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,254, , ,8,10,8,7,8,8,10,7,9,8, , , , , , , , , , , , , , , , , , , , , , ,8,1,7,8,8,8,10, , , , , , ,1,9,2, ,1,6,1,2,2,2, ,1,4,3,3,1,3,1,97,.247168085016787,0
21003539,20021026,1,15,0,1,0,.0540832882639265,0,0,0,0,0,0,0,0,.0540832882639265,0,0,0,0,0,.0540832882639265,0,10,6, , , , , , , , , , , , ,5,6,24,10,5,7,7,2,8,9,5,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,7,7,6,97, , , , , , ,2, ,2, ,1,1,1,1,1,3, , ,4,4,1,3,1,2,98,1.5123709334204,0
21004800,20021026,1,1,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,130, , ,9,10,8,6,9,9,10,9,9,7, , , , , , , , , , , , , , , , , , , , , , ,7,2, ,9,9,5,8, , , , , , ,2, ,1,7,1,2,2,1,1,2, ,2,3,4,3,2,1,5,4,1.30376289531601,0
21005518,20021026,1,15,8, ,0,0,0,8,0,0,0,0,2,0,3,3,0,0,3,2,1,2,7,6, , , , , , , , , , , , ,4,9,5,7,6,9,9,10,10,10,9, ,6,8, ,4,1,19, , ,8,10,10,10,7,10,10,10,10,5, , , , , , , , , , , , , , , , , , , , , , ,10,2, ,10,7,10,6, , , , , , ,1,10,2, ,1,1,1,1,3,1,2, ,5,5,4,3,1,2,4,1.5123709334204,0
21007072,20021026,2,15,5, ,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,10, , ,8,10,6,2,3,2,5,7,8,2, , , , , , , , , , , , , , , , , , , , , , ,3,2, ,3,5,4,3, , , , , , ,2, ,1,9,3,2,1,2,1,2, ,2,5,3,1,2,1,5,3,1.30856716553541,0
21007374,20021026,1,15,2, ,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,7, , , , , , , , , , , , ,2,5,1,8,97,8,8,7,10,10,97, ,97,8, ,2,1,3, , ,7,97,8,8,5,8,7,10,10,8, , , , , , , , , , , , , , , , , , , , , , ,5,1,8,6,6,7,7, , , , , , ,2, ,1,8,1,4,1,1,3,1,10, ,5,5,3,3,1,5,8,1.5123709334204,1
21007393,20021026,2,1,8, ,2,0,0,6,0,0,0,2,2,2,0,2,5,0,3,0,0,0,8,8, , , , , , , , , , , , ,3,11,13,6,10,7,5,3,7,10,5,2,10,8, ,2,1,130, , ,10,10,10,10,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,7,1,4,7,3,5,6, , , , , , ,2, ,1,7,1,1,1,1,2,1,40, ,5,5,5,3,1,5,9,.82894695208829,0
21007430,20021026,2,15,6, ,6,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,2,0,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,7, , ,9,8,10,10,10,9,9,9,10,10, , , , , , , , , , , , , , , , , , , , , , ,10,2, ,5,4,10,5, , , , , , ,1,10,2, ,1,1,1,1,3,1,5, ,5,5,1,5,6,3,98,1.30496875774186,1
21007451,20021026,1,15,10, ,10,0,0,0,0,0,0,5,5,0,0,0,10,0,0,0,0,0,6,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,99, , ,9,8,8,8,8,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,8,2, ,6,6,7,8, , , , , , ,2, ,2, ,1,1,1,1,3,1,8, ,3,5,2,2,1,3,3,1.67642018034218,0
21007560,20021026,1,15,14, ,7,0,0,7,0,0,0,5,2,5,0,2,0,10,0,0,4,0,4,2, , , , , , , , , , , , ,4,5,3,6,4,98,6,9,7,7,5,2,7,6, ,4,1,3, , ,7,6,7,7,1,6,7,8,5,5, , , , , , , , , , , , , , , , , , , , , , ,6,1,4,3,5,4,97, , , , , , ,2, ,2, ,3,2,1,2,3,1,10, ,5,4,1,3,3,4,1,1.5123709334204,0
21007871,20021026,2,15,12, ,0,0,0,12,0,0,0,5,2,5,0,0,10,0,0,2,0,0,6,7, , , , , , , , , , , , ,1,6,2,8,97,6,7,3,7,8,97, ,4,6, ,1,1,20, , ,7,8,97,6,4,5,7,8,8,4, , , , , , , , , , , , , , , , , , , , , , ,5,1,8,9,5,97,8, , , , , , ,2, ,2, ,1,2,1,1,3,1,15, ,5,97,5,3,1,5,7,1.11511324198258,1
21007896,20021026,2,7,20, ,12,6,0,2,0,0,0,1,14,5,0,0,6,0,0,1,0,13,1,1, , , , , , , , , , , , ,2,16,3,5,3,3,6,7,9,8,10, ,1,9, ,3,1,106, , ,1,7,5,3,7,9,4,1,9,7, , , , , , , , , , , , , , , , , , , , , , ,5,1,7,1,8,5,3, , , , , , ,1,5,2, ,1,4,1,1,3,1,11, ,5,5,2,5,1,3,5,1.11411730059015,0
21008253,20021026,1,15,6, ,5,0,0,1,0,0,0,5,0,1,0,0,6,0,0,0,0,0,7,8, , , , , , , , , , , , ,3,9,17,10,97,8,7,5,9,6,6, ,10,10, ,1,2,41,20, ,8,7,9,8,6,9,8,10,8,9,7,6,9,9,10,9,5,10,8,7, , , , , , , , , , , , ,6,1,4,10,8,10,4, , , , , , ,2, ,2, ,1,2,1,2,3,1,3, ,4,4,4,1,2,2,5,1.67642018034218,0
21008460,20021026,2,15,1, ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,19, , ,10,10,8,8,8,7,10,9,7,6, , , , , , , , , , , , , , , , , , , , , , ,7,1,4,3,5,2,4, , , , , , ,2, ,2, ,3,1,1,1,3,3, , ,3,2,3,3,1,4,7,1.11511324198258,0
21008534,20021026,2,13,2, ,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,404,601, ,8,7,9,7,8,4,9,6,5,5,7,8,9,8,8,9,9,5,7,5, , , , , , , , , , , , ,7,1,6,6,9,6,8, , , , , , ,1,9,2, ,3,4,2,2,3,1,20, ,5,4,2,5,1,5,6,.28110359506774,0
21012986,20021026,2,2,1, ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,8, , , , , , , , , , , , ,5,29,5,9,5,7,6,7,9,9,5,1,97,10, ,5,2,151,3, ,9,10,10,6,4,97,8,10,9,97,8,8,6,8,3,8,7,9,9,9, , , , , , , , , , , , ,5,1,97,1,8,9,8, , , , , , ,1,9,1,5,97,1,2,1,1,1,60, ,95,4,1,6,6,5,4,.497335451815354,1
21005058,20021027,2,8,14, ,14,0,0,0,0,0,0,7,0,7,0,0,0,0,1,1,12,0,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,316,340, ,9,10,5,10,10,10,8,10,8,8,9,9,9,10,6,5,8,10,10,8, , , , , , , , , , , , ,7,1,9,9,7,8,7, , , , , , ,1,9,1,9,1,2,1,2,3,1,5, ,4,5,2,2,4,2,2,1.465512699707,0
21006020,20021027,2,14,10, ,0,0,0,10,0,0,0,5,0,5,0,0,10,0,0,0,0,0,7,5, , , , , , , , , , , , ,3,14,19,9,10,7,10,1,7,10,8, ,10,10, ,3,2,410,314, ,7,10,10,8,1,1,10,8,8,10,5,10,10,1,8,9,7,8,8,1, , , , , , , , , , , , ,5,1,7,9,9,6,4, , , , , , ,2, ,1,10,1,1,2,2,1,2, ,6,4,4,5,3,1,2,5,1.13036033611129,1
21008097,20021027,2,15,14, ,14,0,0,0,0,0,0,0,7,7,0,0,0,14,0,0,0,0,9,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,15,49, ,9,10,8,10,10,9,6,9,10,10,2,5,6,7,1,1,10,9,7,1, , , , , , , , , , , , ,7,1,8,5,1,4,3, , , , , , ,1,4,2, ,1,4,1,1,1,1,4, ,5,5,4,1,3,2,8,1.30856716553541,1
21008507,20021027,2,15,0,2,.108166576527853,0,0,0,0,0,0,.0540832882639265,0,0,.0540832882639265,0,.0540832882639265,0,0,0,.0540832882639265,0,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,491, , ,7,8,8,8,6,4,8,8,7,5, , , , , , , , , , , , , , , , , , , , , , ,5,2, ,6,6,7,6, , , , , , ,2, ,2, ,1,1,1,1,3,3, , ,3,4,1,2,1,5,5,1.30856716553541,1
21009100,20021027,1,14,6, ,0,6,0,0,0,0,0,0,4,0,0,2,0,0,2,2,2,0,6,8, , , , , , , , , , , , ,5,19,15,8,8,8,8,5,8,8,7, ,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, ,8,7,7,1, , , , , , ,1,5,2, ,2,95,2,2,1,1,6, ,5,5,1,4,4,1,1,1.05224452944182,0
21010371,20021027,2,10,2, ,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,5, , , , , , , , , , , , ,5,12,1,8,8,2,8,1,4,8,8, ,2,5,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,8,6,97,6, , , , , , ,2, ,1,8,1,1,2,2,3,1,3, ,4,5,3,3,1,3,7,.55794390481619,0
21010593,20021027,1,7,20, ,2,18,0,0,0,0,0,9,0,9,0,2,20,0,0,0,0,0,7,6, , , , , , , , , , , , ,1,16,1,7,97,9,9,1,8,7,7, ,7,9, ,4,1,106, , ,10,7,8,7,9,7,8,9,8,7, , , , , , , , , , , , , , , , , , , , , , ,6,2, ,6,7,7,5, , , , , , ,1,8,1,7,1,2,2,2,1,1,2, ,4,3,1,2,1,98,98,1.30376289531601,1
21011357,20021027,2,10,1, ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,701, , ,9,9,8,5,3,4,6,10,9,7, , , , , , , , , , , , , , , , , , , , , , ,8,2, ,7,5,8,4, , , , , , ,1,8,1,6,1,4,1,1,3,1,3, ,2,4,5,1,3,1,5,.933254594546236,0
21011878,20021027,1,12,3, ,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,925,405, ,7,8,5,6,8,8,8,5,7,5,6,8,9,8,10,7,8,5,7,6, , , , , , , , , , , , ,5,2, ,2,5,6,3, , , , , , ,2, ,1,7,1,1,2,1,3,1,20, ,4,5,2,2,1,3,9,.817762853411103,0
21013985,20021027,2,6,6, ,6,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,44, , ,7,8,8,8,4,8,9,9,7,7, , , , , , , , , , , , , , , , , , , , , , ,5,1,8,3,5,6,6, , , , , , ,2, ,1,8,1,1,3,1,1,1,6, ,4,4,4,4,1,3,6,.55794390481619,0
21013989,20021027,1,12,3, ,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,7,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,403, , ,7,7,8,7,10,8,7,8,8,7, , , , , , , , , , , , , , , , , , , , , , ,8,2, ,6,3,8,4, , , , , , ,1,6,1,10,2,1,2,2,2,1,20, ,5,5,1,3,1,5,6,.952933171017422,0
21014651,20021027,2,13,0,2,.108166576527853,0,0,0,0,0,0,0,.108166576527853,0,0,0,0,0,0,.108166576527853,0,0,10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,601, , ,10,10,10,10,10,10,10,9,9,7, , , , , , , , , , , , , , , , , , , , , , ,5,2, ,8,8,8,5, , , , , , ,2, ,1,7,1,1,3,1,2,1,7, ,5,4,5,3,5,4,7,.294406773079841,1
21015085,20021027,1,2,5, ,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,143, , ,10,9,10,10,8,9,10,10,10,7, , , , , , , , , , , , , , , , , , , , , , ,6,2, ,8,6,8,8, , , , , , ,2, ,1,10,1,4,2,2,3,1,10, ,4,4,3,1,3,4,9,.967156831087096,0
21015169,20021027,2,12,2, ,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,926, , ,10,9,10,97,10,97,97,10,10,97, , , , , , , , , , , , , , , , , , , , , , ,97,2, ,97,97,97,10, , , , , , ,2, ,2, ,1,1,1,1,3,3, , ,5,5,4,6,97,5,98,.28110359506774,1
21016618,20021027,2,12,0,4,.216333153055706,0,0,0,0,0,0,.108166576527853,.108166576527853,0,0,0,.216333153055706,0,0,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,424, , ,9,9,10,8,8,9,10,9,9,9, , , , , , , , , , , , , , , , , , , , , , ,7,2, ,7,8,7,4, , , , , , ,2, ,2, ,1,1,1,1,3,1,6, ,4,4,3,3,1,5,9,.294406773079841,1
21028732,20021027,1,17,10, ,10,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,0,8,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,250,44,98,8,10,10,10,8,8,9,8,9,8,9,9,10,10,7,8,8,9,9,6, ,7,9,10,10,4,7,7,8,8,9, ,8,1,6,8,8,6,10, , , , , , ,2, ,1,8,1,2,2,2,1,2, ,3,4,3,4,1,3,2,1,.212676344526303,1
21029133,20021027,2,17,12, ,12,0,0,0,0,0,0,1,6,0,5,0,2,0,6,4,0,0,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,250, , ,9,10,10,7,4,5,10,9,8,7, , , , , , , , , , , , , , , , , , , , , , ,8,2, ,10,10,6,6, , , , , , ,1,10,2, ,1,1,2,2,3,2, ,4,4,5,3,1,2,2,7,.247168085016787,1
21029146,20021027,1,17,0,2,.108166576527853,0,0,0,0,0,0,0,.0540832882639265,.0540832882639265,0,0,0,0,.108166576527853,0,0,0,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,250, , ,9,10,10,10,10,10,10,10,10,8, , , , , , , , , , , , , , , , , , , , , , ,9,2, ,8,97,9,10, , , , , , ,2, ,2, ,1,1,2,1,3,3, , ,5,5,1,6,6,5,3,.141286621570406,0
21002320,20021028,1,14,10, ,10,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,0,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,41,311, ,9,10,7,9,6,9,9,9,9,10,7,9,6,10,6,4,10,8,7,2, , , , , , , , , , , , ,2,1,2,8,8,7,8, , , , , , ,1,10,1,9,3,4,3,1,3,1,2, ,4,4,2,1,3,2,3,1.51479871569176,0
21004466,20021028,1,15,4, ,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,5,5, , , , , , , , , , , , ,1,21,29,10,3,8,8,8,10,10,8, ,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,8,4,5,4,8, , , , , , ,2, ,2, ,1,1,2,1,2,1,10, ,2,2,1,5,1,1,2,1.49881199847091,0
21006644,20021028,2,14,10, ,0,0,0,10,0,0,0,5,0,5,0,0,10,0,0,0,0,0,4,9, , , , , , , , , , , , ,1,20,2,8,97,8,8,8,8,7,97, ,5,8, ,1,1,1, , ,8,9,9,9,9,9,8,9,8,8, , , , , , , , , , , , , , , , , , , , , , ,9,1,8,6,6,8,8, , , , , , ,2, ,2, ,1,2,3,1,3,1,4, ,5,4,2,5,1,5,6,1.46978688280814,1
21007013,20021028,1,14,12, ,11,0,0,1,0,0,0,6,0,6,0,0,2,10,0,0,0,0,6,5, , , , , , , , , , , , ,3,19,11,9,97,10,10,7,8,8,97, ,8,8, ,3,3,321,320,501,10,9,9,10,2,10,7,10,9,10, , , , , , , , , , , ,2,9,9,9,6,2,9,10,9,3, ,3,1,8,8,8,97,9, , , , , , ,2, ,2, ,1,2,1,1,1,2, ,2,5,2,4,1,3,2,8,1.51479871569176,1
